experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,generic_dim_cfg,block_type,backbone
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,0,42,14.342567,3.421767,889.384094,3450500.250000,0.869345,0.770497,1.983083,2090900,256,9.88,15,False,False,ReLU,MAX_EPOCHS,14.02651596,14.30782509,10.60066700,12,1.020056,False,"[""50.01800537"", ""27.53823662"", ""25.03651047"", ""20.15667343"", ""17.45287704"", ""16.91394615"", ""16.85013390"", ""15.51839256"", ""14.68656254"", ""14.49809551"", ""14.70576859"", ""14.18399620"", ""14.02651596"", ""14.86831760"", ""14.30782509""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,1,43,13.985530,3.245078,859.383423,3331862.250000,0.836190,0.743329,1.936924,2090900,256,9.89,15,False,False,ReLU,MAX_EPOCHS,14.15860176,14.15860176,10.42154026,14,1.000000,False,"[""65.75541687"", ""27.38305092"", ""24.38418198"", ""21.09532356"", ""18.71151733"", ""17.91251945"", ""17.63931274"", ""16.90595245"", ""16.34573555"", ""15.00681686"", ""14.73404312"", ""14.99848270"", ""14.92078495"", ""14.37352276"", ""14.15860176""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,2,44,13.565198,3.088937,830.953918,3244799.000000,0.803684,0.721855,1.902370,2090900,256,10.16,15,False,False,ReLU,MAX_EPOCHS,14.03096199,14.16667843,10.05100918,13,1.009673,False,"[""60.88309097"", ""26.19473839"", ""23.59156227"", ""20.12157822"", ""17.28688812"", ""19.55181694"", ""16.29936600"", ""16.06149292"", ""15.77981281"", ""14.69531155"", ""14.48090935"", ""14.16588593"", ""14.28731251"", ""14.03096199"", ""14.16667843""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd8,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,0,42,13.705461,3.129100,845.076538,3335769.250000,0.813029,0.727034,1.910118,2099690,256,9.95,15,False,False,ReLU,MAX_EPOCHS,14.01042080,14.56917095,10.18176270,13,1.039881,False,"[""56.31285477"", ""26.31781769"", ""24.04362488"", ""19.54581070"", ""16.82738304"", ""16.88947487"", ""18.34870148"", ""16.30996132"", ""15.46380806"", ""15.62678623"", ""14.41997242"", ""14.37007713"", ""14.23753643"", ""14.01042080"", ""14.56917095""]",2,8,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd8,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,1,43,13.831100,3.194509,849.033752,3291232.750000,0.825103,0.740624,1.942860,2099690,256,9.94,15,False,False,ReLU,MAX_EPOCHS,14.07196426,14.07196426,11.28361988,14,1.000000,False,"[""59.64518356"", ""27.20476151"", ""23.44951439"", ""20.02337646"", ""17.37196350"", ""17.61315536"", ""16.93350029"", ""16.45958138"", ""15.63840580"", ""15.21826649"", ""14.82455540"", ""16.09536171"", ""14.40958405"", ""14.74258423"", ""14.07196426""]",2,8,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd8,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,2,44,14.362838,3.419266,887.501709,3372714.500000,0.869650,0.776961,2.042865,2099690,256,10.02,15,False,False,ReLU,MAX_EPOCHS,14.22083569,14.51973534,10.18372726,13,1.021018,False,"[""48.35905075"", ""27.50379372"", ""26.61893845"", ""19.96532249"", ""17.84157372"", ""17.29710770"", ""21.47259521"", ""17.15316963"", ""16.41482162"", ""15.59921646"", ""15.06004524"", ""15.35659599"", ""14.37318993"", ""14.22083569"", ""14.51973534""]",2,8,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd16,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,0,42,14.284142,3.355470,884.142639,3398845.250000,0.859216,0.758178,1.951154,2123130,256,9.93,15,False,False,ReLU,MAX_EPOCHS,14.14324474,14.43710327,10.99815083,13,1.020777,False,"[""55.81192398"", ""27.23386955"", ""24.08280945"", ""19.83581734"", ""17.74414444"", ""18.17706299"", ""15.95283318"", ""16.94561195"", ""14.92744255"", ""15.15567493"", ""14.76473331"", ""14.61555195"", ""14.95152569"", ""14.14324474"", ""14.43710327""]",2,16,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd16,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,1,43,14.152164,3.341372,873.620422,3350708.750000,0.853404,0.767339,2.019877,2123130,256,9.97,15,False,False,ReLU,MAX_EPOCHS,14.26263046,15.47142696,11.70910549,13,1.084753,False,"[""54.62792969"", ""26.62449265"", ""24.77331161"", ""19.71574783"", ""17.79696083"", ""17.16939545"", ""16.52790451"", ""16.18000793"", ""15.02574730"", ""14.56125450"", ""17.00049400"", ""15.54555130"", ""15.01671982"", ""14.26263046"", ""15.47142696""]",2,16,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd16,generic_dim_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,2,44,13.822387,3.187715,851.545532,3312876.250000,0.823981,0.737936,1.942125,2123130,256,10.13,15,False,False,ReLU,MAX_EPOCHS,14.12911320,14.42447662,10.31864452,11,1.020905,False,"[""56.10337067"", ""27.59734726"", ""24.98818016"", ""20.47412491"", ""18.33080864"", ""18.12803078"", ""15.97260284"", ""15.55748749"", ""15.65236855"", ""14.96722412"", ""14.48189640"", ""14.12911320"", ""14.68963432"", ""14.31860733"", ""14.42447662""]",2,16,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd3,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,0,42,14.742366,3.434285,899.028564,3410267.750000,0.883152,0.791893,2.072198,444240,256,9.83,15,False,False,ReLU,MAX_EPOCHS,14.79873943,14.99380589,10.88265228,13,1.013181,False,"[""89.12236023"", ""32.91297913"", ""43.86834335"", ""28.25000572"", ""25.80024529"", ""24.74875450"", ""21.88872910"", ""20.39461899"", ""18.71031761"", ""16.96766281"", ""16.16947937"", ""15.70265388"", ""16.48410034"", ""14.79873943"", ""14.99380589""]",2,3,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd3,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,1,43,14.358455,3.395073,876.948608,3377368.750000,0.866472,0.795599,2.146376,444240,256,9.85,15,False,False,ReLU,MAX_EPOCHS,14.42309284,14.42309284,10.52151299,14,1.000000,False,"[""64.79083252"", ""32.25444412"", ""39.79498291"", ""26.93967056"", ""25.17168808"", ""23.26170921"", ""20.47190857"", ""18.51421738"", ""16.52351952"", ""15.72162628"", ""15.88562679"", ""14.97696495"", ""14.66368580"", ""14.62969875"", ""14.42309284""]",2,3,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd3,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,2,44,14.163740,3.263635,860.170654,3299000.750000,0.843977,0.770595,2.062866,444240,256,9.99,15,False,False,ReLU,MAX_EPOCHS,14.36917019,14.36917019,10.62413979,14,1.000000,False,"[""59.01033783"", ""30.55832291"", ""31.74612236"", ""24.71487427"", ""23.87586594"", ""20.63108826"", ""18.93933105"", ""17.02957726"", ""16.20638275"", ""15.83737469"", ""15.09550381"", ""14.64614296"", ""15.24741840"", ""15.31889629"", ""14.36917019""]",2,3,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd5,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,0,42,14.758330,3.557570,900.868469,3423054.500000,0.899152,0.839124,2.323818,450100,256,9.84,15,False,False,ReLU,MAX_EPOCHS,14.53354931,14.53354931,11.12116909,14,1.000000,False,"[""55.81578445"", ""36.59580231"", ""33.51171494"", ""25.99303818"", ""23.65064430"", ""23.46934319"", ""20.06337547"", ""18.29570007"", ""16.94767380"", ""16.57602119"", ""15.55049610"", ""15.33392620"", ""15.37071514"", ""15.04580116"", ""14.53354931""]",2,5,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd5,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,1,43,14.525184,3.415274,890.826233,3400900.500000,0.874115,0.790701,2.103285,450100,256,10.00,15,False,False,ReLU,MAX_EPOCHS,14.75763226,14.75763226,10.81363201,14,1.000000,False,"[""58.32263184"", ""36.50751877"", ""35.07038116"", ""25.58769226"", ""23.52749634"", ""22.90433884"", ""20.23541260"", ""18.65640640"", ""17.13114166"", ""16.77793121"", ""16.00039673"", ""16.75577927"", ""15.21340942"", ""14.89118767"", ""14.75763226""]",2,5,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd5,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,2,44,14.102965,3.195631,854.606140,3297244.000000,0.833562,0.753036,2.012554,450100,256,9.81,15,False,False,ReLU,MAX_EPOCHS,14.84601498,14.84601498,10.68201542,14,1.000000,False,"[""64.30234528"", ""30.00988770"", ""33.23976517"", ""25.80426979"", ""23.34782028"", ""23.05432892"", ""19.93509293"", ""18.99353027"", ""16.89270592"", ""15.77243710"", ""15.47376919"", ""15.15853405"", ""16.06673431"", ""14.91366291"", ""14.84601498""]",2,5,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd8,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,0,42,14.454563,3.396022,885.937073,3383431.750000,0.869532,0.789073,2.119299,458890,256,9.99,15,False,False,ReLU,MAX_EPOCHS,14.61227417,14.76103687,10.52236080,12,1.010181,False,"[""59.75283813"", ""30.80126381"", ""32.69673920"", ""25.66801453"", ""23.73125076"", ""21.70911980"", ""19.27740860"", ""17.49352455"", ""16.02801323"", ""15.95742702"", ""15.84624290"", ""15.08509636"", ""14.61227417"", ""14.95795345"", ""14.76103687""]",2,8,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd8,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,1,43,14.198257,3.287248,858.677124,3287827.500000,0.848004,0.780118,2.109336,458890,256,9.89,15,False,False,ReLU,MAX_EPOCHS,14.70762062,14.70762062,10.67455578,14,1.000000,False,"[""58.04632187"", ""29.82859421"", ""33.34029770"", ""25.23684692"", ""24.01407242"", ""21.73192406"", ""20.01995659"", ""18.23166466"", ""17.15896225"", ""16.46871948"", ""15.73981094"", ""15.59811974"", ""15.24314690"", ""15.20519543"", ""14.70762062""]",2,8,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd8,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,2,44,14.552511,3.346044,892.199707,3462201.250000,0.866241,0.779974,2.086173,458890,256,9.94,15,False,False,ReLU,MAX_EPOCHS,14.84795094,15.18820953,10.57353878,13,1.022916,False,"[""73.71989441"", ""33.51555634"", ""38.90807343"", ""27.33020401"", ""24.71949196"", ""24.67560959"", ""21.22262955"", ""19.47991371"", ""17.59223747"", ""16.37930870"", ""17.21127510"", ""15.42978764"", ""15.49400997"", ""14.84795094"", ""15.18820953""]",2,8,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd16,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,0,42,14.112300,3.268876,858.703796,3305406.500000,0.843063,0.766212,2.035483,482330,256,9.89,15,False,False,ReLU,MAX_EPOCHS,14.38769150,14.38769150,10.65260601,14,1.000000,False,"[""62.31056595"", ""32.55036163"", ""35.75122833"", ""26.53282356"", ""24.88342094"", ""23.36223984"", ""20.68933105"", ""18.82669830"", ""17.46231270"", ""16.37417221"", ""15.87540340"", ""15.03925991"", ""15.27110195"", ""14.58728123"", ""14.38769150""]",2,16,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd16,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,1,43,14.931649,3.554573,917.516174,3465651.500000,0.904078,0.808509,2.123311,482330,256,9.92,15,False,False,ReLU,MAX_EPOCHS,14.96367073,15.17808723,10.87888241,13,1.014329,False,"[""73.73526001"", ""32.82192612"", ""34.79941940"", ""26.23546791"", ""23.32116508"", ""24.06662750"", ""20.29558182"", ""18.31554604"", ""16.64964485"", ""16.94121170"", ""15.49464226"", ""15.82450676"", ""15.34514236"", ""14.96367073"", ""15.17808723""]",2,16,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd16,generic_dim_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,2,44,14.561826,3.394695,894.958801,3424504.250000,0.872647,0.783495,2.073764,482330,256,9.92,15,False,False,ReLU,MAX_EPOCHS,14.74779892,14.74779892,10.56642151,14,1.000000,False,"[""54.22769928"", ""34.51117706"", ""29.69583893"", ""25.72004128"", ""24.93900871"", ""21.65596962"", ""20.10053825"", ""18.91027451"", ""17.57437325"", ""16.44562912"", ""16.03908920"", ""15.72594833"", ""15.26176262"", ""16.50653839"", ""14.74779892""]",2,16,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n5,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,5,1,True,0,42,14.610849,3.506953,903.164734,3465497.500000,0.888271,0.804842,2.170586,1045450,256,9.68,15,False,False,ReLU,MAX_EPOCHS,14.73503399,18.23852158,12.89055920,13,1.237766,False,"[""33.27531052"", ""39.72251511"", ""26.69727898"", ""26.01333618"", ""21.85652924"", ""19.79750252"", ""17.72640610"", ""16.25344849"", ""17.13181305"", ""15.61073685"", ""14.79293442"", ""14.96866131"", ""14.97632980"", ""14.73503399"", ""18.23852158""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n5,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,5,1,True,1,43,14.054091,3.262863,857.404053,3298111.750000,0.840526,0.762799,2.040452,1045450,256,9.54,15,False,False,ReLU,MAX_EPOCHS,14.48363972,14.48363972,10.52031231,14,1.000000,False,"[""30.82095718"", ""43.81803513"", ""28.04780388"", ""24.57988548"", ""23.64926910"", ""21.25166130"", ""18.84113121"", ""16.46460533"", ""16.52189445"", ""16.08475685"", ""16.73020363"", ""15.13945484"", ""14.98386383"", ""14.73006630"", ""14.48363972""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n5,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,5,1,True,2,44,13.853246,3.167301,841.386353,3250391.250000,0.822357,0.747065,2.029667,1045450,256,9.57,15,False,False,ReLU,MAX_EPOCHS,14.80814838,15.01694202,10.97700024,12,1.014100,False,"[""31.77788925"", ""40.29774475"", ""26.17157364"", ""25.47412491"", ""20.07382584"", ""17.76081848"", ""16.13645935"", ""15.72974300"", ""15.54820824"", ""15.24803829"", ""15.16196918"", ""15.01110840"", ""14.80814838"", ""14.83171749"", ""15.01694202""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n15,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,15,1,True,0,42,13.707028,3.156551,844.702881,3328181.250000,0.816531,0.736738,1.943802,3136350,256,10.47,15,False,False,ReLU,MAX_EPOCHS,13.97803497,14.50189018,10.10702419,13,1.037477,False,"[""33.77319717"", ""26.24955177"", ""20.83831596"", ""17.22442245"", ""16.19330788"", ""18.60999298"", ""15.33717632"", ""15.10909557"", ""14.66248608"", ""14.75511646"", ""14.38152218"", ""14.46195698"", ""14.09650707"", ""13.97803497"", ""14.50189018""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n15,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,15,1,True,1,43,13.611090,3.084237,832.296814,3244250.000000,0.804497,0.722523,1.928213,3136350,256,10.41,15,False,False,ReLU,MAX_EPOCHS,14.32977009,14.49548340,10.34863186,12,1.011564,False,"[""33.28984833"", ""27.30405235"", ""20.77494049"", ""17.13600731"", ""16.30407524"", ""18.39105988"", ""16.07095528"", ""15.96081543"", ""15.06763077"", ""15.22346878"", ""14.48575497"", ""14.66843796"", ""14.32977009"", ""15.46806812"", ""14.49548340""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n15,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,15,1,True,2,44,14.254625,3.366014,880.744446,3369947.750000,0.859639,0.763849,1.984850,3136350,256,10.37,15,False,False,ReLU,MAX_EPOCHS,14.26332188,16.32546616,10.20421314,11,1.144577,False,"[""39.45541382"", ""23.97128868"", ""20.25294113"", ""17.56776619"", ""17.52308846"", ""18.44762802"", ""17.34566879"", ""17.45049477"", ""16.05918503"", ""16.61337090"", ""14.41789818"", ""14.26332188"", ""15.68916416"", ""14.96303654"", ""16.32546616""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n20,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,20,1,True,0,42,13.754958,3.152267,843.543762,3283976.000000,0.817458,0.729694,1.930213,4181800,256,10.97,15,False,False,ReLU,MAX_EPOCHS,13.96032429,13.96032429,10.79117203,14,1.000000,False,"[""48.19403076"", ""24.48020363"", ""18.50410652"", ""17.25704765"", ""18.15445137"", ""15.22354507"", ""14.55394936"", ""16.07786942"", ""14.60589981"", ""17.31251144"", ""17.57197380"", ""16.97895050"", ""14.83798885"", ""14.36922264"", ""13.96032429""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n20,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,20,1,True,1,43,13.848575,3.212688,847.062866,3251118.500000,0.827925,0.738611,1.901257,4181800,256,10.87,15,False,False,ReLU,MAX_EPOCHS,14.21327591,14.45865059,10.88230896,11,1.017264,False,"[""54.96012115"", ""27.02650452"", ""19.51201630"", ""17.77121925"", ""18.39100075"", ""15.77672672"", ""15.11418629"", ""16.01820183"", ""14.48186302"", ""15.39401245"", ""14.42300701"", ""14.21327591"", ""15.86959648"", ""14.56829166"", ""14.45865059""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWG_coif2_bd6_td3_gd5_n20,stack_depth_sweep,['TrendWaveletGeneric'],Yearly,1,6,30,20,1,True,2,44,14.027369,3.261874,858.854492,3301947.250000,0.839583,0.754687,1.973847,4181800,256,10.75,15,False,False,ReLU,MAX_EPOCHS,14.18235874,19.99861145,11.44415092,9,1.410105,False,"[""64.08306122"", ""26.48026085"", ""21.32241249"", ""17.69902039"", ""15.96599770"", ""16.09367561"", ""15.38487053"", ""15.17707729"", ""15.81973743"", ""14.18235874"", ""14.30544281"", ""15.92542267"", ""14.97824192"", ""14.52834606"", ""19.99861145""]",2,5,TrendWaveletGeneric,RootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd5_n15,stack_depth_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,15,1,True,0,42,13.998622,3.205630,855.900757,3327573.250000,0.831627,0.759515,2.052456,675150,256,10.07,15,False,False,ReLU,MAX_EPOCHS,14.20489979,14.52513599,10.48802376,13,1.022544,False,"[""38.84277344"", ""43.12473297"", ""26.62119865"", ""24.09576035"", ""23.39543533"", ""19.85750198"", ""17.80458832"", ""16.20882416"", ""15.66996098"", ""16.34059906"", ""14.95232868"", ""14.54545116"", ""14.48213577"", ""14.20489979"", ""14.52513599""]",2,5,TrendWaveletGenericAE,AERootBlock
generic_dim_sweep_r2,TWGAE_coif2_bd6_td3_ld16_gd5_n15,stack_depth_sweep,['TrendWaveletGenericAE'],Yearly,1,6,30,15,1,True,1,43,14.015105,3.211333,856.897705,3313372.750000,0.832849,0.753492,2.012405,675150,256,10.32,15,False,False,ReLU,MAX_EPOCHS,14.42973804,14.99720955,10.25726032,13,1.039327,False,"[""37.86958694"", ""39.03240967"", ""26.39917946"", ""24.49094772"", ""21.87636948"", ""19.75234985"", ""17.46727753"", ""16.52950859"", ""15.89426994"", ""15.80941486"", ""16.58297729"", ""15.04664230"", ""14.62759781"", ""14.42973804"", ""14.99720955""]",2,5,TrendWaveletGenericAE,AERootBlock
