model_type,config_name,dataset,horizon,backcast_length,n_stacks,n_blocks_per_stack,run,seed,mse,mae,denorm_mse,denorm_mae,smape,n_params,training_time_seconds,epochs_trained,stopping_reason,best_val_loss,loss_function,active_g,normalize,train_ratio,val_ratio,include_target,stack_types,n_pools_kernel_size,n_freq_downsample,sampling_style,steps_per_epoch,sampling_weights
NHiTSSliding,NHiTS-Generic,weather,96,480,3,1,0,1,0.175318,0.239521,2294.196533,15.410638,71.387741,2411520,124.44,4,MAX_EPOCHS,0.43538296,MSELoss,False,True,0.7,0.1,True,['NHiTSGenericRoot'],,,sliding,,uniform
NHiTSSliding,NHiTS-Generic,weather,96,480,3,1,1,2,0.171262,0.227997,2190.570312,14.463741,66.724045,2411520,126.33,4,MAX_EPOCHS,0.43433157,MSELoss,False,True,0.7,0.1,True,['NHiTSGenericRoot'],,,sliding,,uniform
NHiTSSliding,NHiTS-Generic,weather,96,480,3,1,2,3,0.169693,0.228895,2210.177002,14.594444,65.838425,2411520,125.12,4,MAX_EPOCHS,0.43257999,MSELoss,False,True,0.7,0.1,True,['NHiTSGenericRoot'],,,sliding,,uniform
NHiTSSliding,NHiTS-Generic,weather,96,480,3,1,3,4,0.169272,0.230714,2220.873535,14.602612,68.845604,2411520,126.18,4,MAX_EPOCHS,0.41950285,MSELoss,False,True,0.7,0.1,True,['NHiTSGenericRoot'],,,sliding,,uniform
NHiTSSliding,NHiTS-Generic,weather,96,480,3,1,4,5,0.169013,0.229079,2332.152588,16.023333,69.420052,2411520,125.49,4,MAX_EPOCHS,0.43245110,MSELoss,False,True,0.7,0.1,True,['NHiTSGenericRoot'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAE,weather,96,480,3,1,0,1,0.159083,0.214824,2274.963135,14.618255,64.192055,372825,88.32,4,MAX_EPOCHS,0.39691505,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAE,weather,96,480,3,1,1,2,0.160662,0.216910,2314.051270,15.160309,62.915504,372825,88.54,4,MAX_EPOCHS,0.40266433,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAE,weather,96,480,3,1,2,3,0.160890,0.217287,2389.188965,15.188698,64.444283,372825,87.92,4,MAX_EPOCHS,0.40317425,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAE,weather,96,480,3,1,3,4,0.157965,0.213346,2279.722412,14.722410,62.430851,372825,91.24,4,MAX_EPOCHS,0.40553340,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAE,weather,96,480,3,1,4,5,0.165595,0.226438,2416.245850,15.786696,65.772446,372825,93.94,4,MAX_EPOCHS,0.41222697,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAE,weather,96,480,3,1,0,1,0.166370,0.221531,2255.686279,15.109305,64.728317,1674288,118.32,4,MAX_EPOCHS,0.40239146,MSELoss,False,True,0.7,0.1,True,['GenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAE,weather,96,480,3,1,1,2,0.167359,0.225671,2183.298584,15.162227,65.269218,1674288,113.97,4,MAX_EPOCHS,0.40929079,MSELoss,False,True,0.7,0.1,True,['GenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAE,weather,96,480,3,1,2,3,0.164142,0.223517,2229.817139,14.895750,67.066582,1674288,111.73,4,MAX_EPOCHS,0.40774769,MSELoss,False,True,0.7,0.1,True,['GenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAE,weather,96,480,3,1,3,4,0.167676,0.226732,2212.284912,14.900897,67.274803,1674288,111.88,4,MAX_EPOCHS,0.40596023,MSELoss,False,True,0.7,0.1,True,['GenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAE,weather,96,480,3,1,4,5,0.167551,0.227989,2316.443359,15.344256,64.067635,1674288,111.46,4,MAX_EPOCHS,0.40794399,MSELoss,False,True,0.7,0.1,True,['GenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAE,weather,96,480,3,1,0,1,0.160920,0.219587,2395.773193,15.944137,67.219635,805887,95.40,4,MAX_EPOCHS,0.40441504,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAE,weather,96,480,3,1,1,2,0.164884,0.226421,2648.803467,17.050196,67.912064,805887,94.92,4,MAX_EPOCHS,0.41194442,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAE,weather,96,480,3,1,2,3,0.165773,0.227915,2599.918457,17.062593,66.831543,805887,94.99,4,MAX_EPOCHS,0.40857542,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAE,weather,96,480,3,1,3,4,0.161994,0.225166,2474.556885,16.673862,68.392792,805887,96.46,4,MAX_EPOCHS,0.40489683,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAE,weather,96,480,3,1,4,5,0.160325,0.218839,2355.070801,15.524185,64.881905,805887,95.35,4,MAX_EPOCHS,0.41016310,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAELG,weather,96,480,3,1,0,1,0.160566,0.217802,2389.077637,15.607301,66.721085,805935,100.16,4,MAX_EPOCHS,0.40587157,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAELG,weather,96,480,3,1,1,2,0.161822,0.221622,2592.126465,16.642830,67.760345,805935,102.35,4,MAX_EPOCHS,0.40572470,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAELG,weather,96,480,3,1,2,3,0.163157,0.224324,2528.829346,16.788040,66.947289,805935,102.23,4,MAX_EPOCHS,0.40981752,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAELG,weather,96,480,3,1,3,4,0.161573,0.223566,2468.985840,16.394188,67.953110,805935,102.58,4,MAX_EPOCHS,0.40340972,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-BottleneckGenericAELG,weather,96,480,3,1,4,5,0.162836,0.222211,2406.048584,15.652810,65.908195,805935,100.98,4,MAX_EPOCHS,0.41012833,MSELoss,False,True,0.7,0.1,True,['BottleneckGenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAELG,weather,96,480,3,1,0,1,0.160130,0.218351,2194.666504,14.796718,64.379753,372873,92.50,4,MAX_EPOCHS,0.40275469,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAELG,weather,96,480,3,1,1,2,0.161677,0.219884,2368.604248,15.429237,67.025848,372873,89.74,4,MAX_EPOCHS,0.40541255,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAELG,weather,96,480,3,1,2,3,0.162276,0.220970,2359.695312,15.153756,65.261414,372873,88.72,4,MAX_EPOCHS,0.40578508,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAELG,weather,96,480,3,1,3,4,0.158531,0.212025,2188.130615,14.298347,61.242340,372873,88.94,4,MAX_EPOCHS,0.40230995,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendWaveletAELG,weather,96,480,3,1,4,5,0.164771,0.221848,2366.422363,15.452599,65.352203,372873,88.85,4,MAX_EPOCHS,0.41015998,MSELoss,False,True,0.7,0.1,True,['TrendWaveletAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAELG,weather,96,480,3,1,0,1,0.166722,0.223181,2366.172119,15.280416,66.208817,1674336,111.99,4,MAX_EPOCHS,0.39739329,MSELoss,False,True,0.7,0.1,True,['GenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAELG,weather,96,480,3,1,1,2,0.164897,0.225293,2213.750488,15.097685,65.303902,1674336,112.45,4,MAX_EPOCHS,0.41175351,MSELoss,False,True,0.7,0.1,True,['GenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAELG,weather,96,480,3,1,2,3,0.168464,0.230473,2382.828369,15.807928,68.782578,1674336,113.11,4,MAX_EPOCHS,0.40643811,MSELoss,False,True,0.7,0.1,True,['GenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAELG,weather,96,480,3,1,3,4,0.168361,0.226657,2236.787354,14.783316,63.631935,1674336,113.69,4,MAX_EPOCHS,0.40830743,MSELoss,False,True,0.7,0.1,True,['GenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericAELG,weather,96,480,3,1,4,5,0.167375,0.222386,2272.880615,14.601988,62.669735,1674336,112.97,4,MAX_EPOCHS,0.40978903,MSELoss,False,True,0.7,0.1,True,['GenericAELG'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericVAE,weather,96,480,3,1,0,1,0.174431,0.243763,2757.574219,17.323967,67.908813,1865568,132.07,4,MAX_EPOCHS,0.41483226,MSELoss,False,True,0.7,0.1,True,['GenericVAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericVAE,weather,96,480,3,1,1,2,0.162935,0.219970,2402.096436,15.560852,60.555191,1865568,132.28,4,MAX_EPOCHS,0.40530246,MSELoss,False,True,0.7,0.1,True,['GenericVAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericVAE,weather,96,480,3,1,2,3,0.162282,0.219444,2397.481445,15.509086,60.865910,1865568,132.39,4,MAX_EPOCHS,0.40452990,MSELoss,False,True,0.7,0.1,True,['GenericVAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericVAE,weather,96,480,3,1,3,4,0.163451,0.219557,2374.252197,15.303166,61.027016,1865568,131.94,4,MAX_EPOCHS,0.42007312,MSELoss,False,True,0.7,0.1,True,['GenericVAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-GenericVAE,weather,96,480,3,1,4,5,0.164168,0.222162,2395.836670,15.836828,63.424492,1865568,133.75,4,MAX_EPOCHS,0.40794852,MSELoss,False,True,0.7,0.1,True,['GenericVAE'],,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAELG+Coif2V3AELG+GenericAELG,weather,96,480,3,1,0,1,0.166312,0.232357,2447.633545,16.563871,70.823021,1019235,96.09,4,MAX_EPOCHS,0.40489525,MSELoss,False,True,0.7,0.1,True,"['TrendAELG', 'Coif2WaveletV3AELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAELG+Coif2V3AELG+GenericAELG,weather,96,480,3,1,1,2,0.163786,0.224719,2323.811035,15.378040,65.253983,1019235,95.73,4,MAX_EPOCHS,0.40721667,MSELoss,False,True,0.7,0.1,True,"['TrendAELG', 'Coif2WaveletV3AELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAELG+Coif2V3AELG+GenericAELG,weather,96,480,3,1,2,3,0.165631,0.226993,2434.983643,15.598946,67.272690,1019235,95.50,4,MAX_EPOCHS,0.40736571,MSELoss,False,True,0.7,0.1,True,"['TrendAELG', 'Coif2WaveletV3AELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAELG+Coif2V3AELG+GenericAELG,weather,96,480,3,1,3,4,0.164180,0.223850,2345.162598,15.792248,67.255142,1019235,95.77,4,MAX_EPOCHS,0.40694562,MSELoss,False,True,0.7,0.1,True,"['TrendAELG', 'Coif2WaveletV3AELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAELG+Coif2V3AELG+GenericAELG,weather,96,480,3,1,4,5,0.166516,0.229344,2436.158447,16.180431,68.832977,1019235,96.10,4,MAX_EPOCHS,0.40303490,MSELoss,False,True,0.7,0.1,True,"['TrendAELG', 'Coif2WaveletV3AELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-Coif2WaveletV3AELG+TrendAELG+GenericAELG,weather,96,480,3,1,0,1,0.168284,0.238848,2482.316895,17.199766,72.025764,1019235,94.92,4,MAX_EPOCHS,0.40413725,MSELoss,False,True,0.7,0.1,True,"['Coif2WaveletV3AELG', 'TrendAELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-Coif2WaveletV3AELG+TrendAELG+GenericAELG,weather,96,480,3,1,1,2,0.165189,0.226784,2628.133301,16.839621,67.313087,1019235,95.76,4,MAX_EPOCHS,0.40177259,MSELoss,False,True,0.7,0.1,True,"['Coif2WaveletV3AELG', 'TrendAELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-Coif2WaveletV3AELG+TrendAELG+GenericAELG,weather,96,480,3,1,2,3,0.167898,0.228750,2404.021240,15.477669,66.368477,1019235,99.22,4,MAX_EPOCHS,0.40854666,MSELoss,False,True,0.7,0.1,True,"['Coif2WaveletV3AELG', 'TrendAELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-Coif2WaveletV3AELG+TrendAELG+GenericAELG,weather,96,480,3,1,3,4,0.164866,0.226180,2338.121582,16.025276,67.275986,1019235,99.74,4,MAX_EPOCHS,0.40717912,MSELoss,False,True,0.7,0.1,True,"['Coif2WaveletV3AELG', 'TrendAELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-Coif2WaveletV3AELG+TrendAELG+GenericAELG,weather,96,480,3,1,4,5,0.167814,0.232108,2442.562012,16.097631,68.929688,1019235,100.23,4,MAX_EPOCHS,0.40643963,MSELoss,False,True,0.7,0.1,True,"['Coif2WaveletV3AELG', 'TrendAELG', 'GenericAELG']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+GenericAE+Coif2WaveletV3AE,weather,96,480,3,1,0,1,0.169661,0.233765,2422.460449,16.156439,69.269989,1019187,102.94,4,MAX_EPOCHS,0.40980566,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'GenericAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+GenericAE+Coif2WaveletV3AE,weather,96,480,3,1,1,2,0.164926,0.226425,2412.481201,15.662967,66.444832,1019187,102.93,4,MAX_EPOCHS,0.41146836,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'GenericAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+GenericAE+Coif2WaveletV3AE,weather,96,480,3,1,2,3,0.166431,0.228893,2392.752686,15.778233,67.064728,1019187,105.12,4,MAX_EPOCHS,0.41202617,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'GenericAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+GenericAE+Coif2WaveletV3AE,weather,96,480,3,1,3,4,0.166904,0.225436,2419.292969,15.703283,65.496948,1019187,105.82,4,MAX_EPOCHS,0.41179854,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'GenericAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+GenericAE+Coif2WaveletV3AE,weather,96,480,3,1,4,5,0.162030,0.222272,2276.189209,15.514556,68.900467,1019187,104.27,4,MAX_EPOCHS,0.40678012,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'GenericAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+GenericAE,weather,96,480,3,1,0,1,0.168515,0.233010,2467.929932,16.535984,70.003654,1019187,100.02,4,MAX_EPOCHS,0.40853712,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE', 'GenericAE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+GenericAE,weather,96,480,3,1,1,2,0.164808,0.224365,2325.849121,15.238405,64.368935,1019187,103.97,4,MAX_EPOCHS,0.40464151,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE', 'GenericAE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+GenericAE,weather,96,480,3,1,2,3,0.165903,0.226458,2440.320801,15.658190,66.515358,1019187,105.80,4,MAX_EPOCHS,0.41333911,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE', 'GenericAE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+GenericAE,weather,96,480,3,1,3,4,0.164943,0.224303,2387.057129,15.540073,66.328743,1019187,104.76,4,MAX_EPOCHS,0.40583324,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE', 'GenericAE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+GenericAE,weather,96,480,3,1,4,5,0.163501,0.223999,2272.252441,15.234526,68.892281,1019187,104.83,4,MAX_EPOCHS,0.40087539,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE', 'GenericAE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+Coif2WaveletV3AE,weather,96,480,3,1,0,1,0.160043,0.216691,2275.556152,14.910512,63.305401,822579,102.62,4,MAX_EPOCHS,0.40646115,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+Coif2WaveletV3AE,weather,96,480,3,1,1,2,0.165806,0.223935,2209.399170,15.173977,65.083786,822579,98.69,4,MAX_EPOCHS,0.40626669,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+Coif2WaveletV3AE,weather,96,480,3,1,2,3,0.166474,0.228290,2392.334717,15.599778,67.468147,822579,101.23,4,MAX_EPOCHS,0.40891737,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+Coif2WaveletV3AE,weather,96,480,3,1,3,4,0.165175,0.222783,2223.921143,15.046715,67.331741,822579,99.94,4,MAX_EPOCHS,0.40972129,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2WaveletV3AE+Coif2WaveletV3AE,weather,96,480,3,1,4,5,0.165099,0.223399,2379.359619,15.442786,64.721191,822579,100.48,4,MAX_EPOCHS,0.40770575,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+DB3V3AE+TrendAE,weather,96,480,3,1,0,1,0.163132,0.219170,2259.741455,14.698881,65.351448,560694,92.17,4,MAX_EPOCHS,0.41038224,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'DB3WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+DB3V3AE+TrendAE,weather,96,480,3,1,1,2,0.161372,0.224368,2236.695557,15.132011,68.003174,560694,92.50,4,MAX_EPOCHS,0.40582585,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'DB3WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+DB3V3AE+TrendAE,weather,96,480,3,1,2,3,0.162070,0.216500,2230.270264,14.260736,61.063023,560694,91.61,4,MAX_EPOCHS,0.40315115,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'DB3WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+DB3V3AE+TrendAE,weather,96,480,3,1,3,4,0.159891,0.217382,2339.011475,15.048494,63.764381,560694,90.71,4,MAX_EPOCHS,0.40055314,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'DB3WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+DB3V3AE+TrendAE,weather,96,480,3,1,4,5,0.160559,0.217902,2228.940186,14.575778,64.951912,560694,90.29,4,MAX_EPOCHS,0.40258116,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'DB3WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2V3AE+TrendAE,weather,96,480,3,1,0,1,0.162674,0.221480,2339.521729,15.197608,66.868004,560694,92.55,4,MAX_EPOCHS,0.41376668,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2V3AE+TrendAE,weather,96,480,3,1,1,2,0.162101,0.225142,2309.307373,15.448608,68.573257,560694,90.25,4,MAX_EPOCHS,0.40847191,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2V3AE+TrendAE,weather,96,480,3,1,2,3,0.162858,0.219915,2284.107666,15.070768,62.378441,560694,89.30,4,MAX_EPOCHS,0.40842858,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2V3AE+TrendAE,weather,96,480,3,1,3,4,0.162172,0.220086,2167.393066,14.670867,63.237167,560694,90.71,4,MAX_EPOCHS,0.40251651,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2V3AE+TrendAE,weather,96,480,3,1,4,5,0.160188,0.216777,2145.116699,13.946690,62.427067,560694,90.28,4,MAX_EPOCHS,0.40654090,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Symlet10WaveletV3AE+TrendAE,weather,96,480,3,1,0,1,0.161792,0.218556,2272.336670,14.834822,66.252632,560694,90.13,4,MAX_EPOCHS,0.40535161,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Symlet10WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Symlet10WaveletV3AE+TrendAE,weather,96,480,3,1,1,2,0.164628,0.227181,2394.132568,15.757104,69.152115,560694,90.07,4,MAX_EPOCHS,0.40914801,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Symlet10WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Symlet10WaveletV3AE+TrendAE,weather,96,480,3,1,2,3,0.165222,0.220420,2222.955566,14.550086,62.468647,560694,89.83,4,MAX_EPOCHS,0.40130317,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Symlet10WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Symlet10WaveletV3AE+TrendAE,weather,96,480,3,1,3,4,0.161422,0.219897,2260.524170,14.687259,65.333115,560694,89.74,4,MAX_EPOCHS,0.40000847,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Symlet10WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Symlet10WaveletV3AE+TrendAE,weather,96,480,3,1,4,5,0.162645,0.219721,2206.603027,14.879787,64.142731,560694,90.15,4,MAX_EPOCHS,0.40432522,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Symlet10WaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+HaarV3AE+TrendAE,weather,96,480,3,1,0,1,0.165352,0.220450,2241.679443,14.493196,64.401550,560694,90.50,4,MAX_EPOCHS,0.41369399,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'HaarWaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+HaarV3AE+TrendAE,weather,96,480,3,1,1,2,0.164114,0.223608,2318.988770,15.237488,64.896652,560694,90.52,4,MAX_EPOCHS,0.41115257,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'HaarWaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+HaarV3AE+TrendAE,weather,96,480,3,1,2,3,0.163029,0.220875,2271.357666,14.941483,64.087334,560694,89.86,4,MAX_EPOCHS,0.40061072,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'HaarWaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+HaarV3AE+TrendAE,weather,96,480,3,1,3,4,0.161094,0.218637,2270.210205,14.628242,61.608498,560694,91.29,4,MAX_EPOCHS,0.39819407,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'HaarWaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+HaarV3AE+TrendAE,weather,96,480,3,1,4,5,0.162105,0.218810,2212.602295,14.857474,65.637093,560694,90.24,4,MAX_EPOCHS,0.40417030,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'HaarWaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2V3AE+HaarWaveletV3AE,weather,96,480,3,1,0,1,0.161012,0.218941,2301.522461,15.058749,64.891548,822579,98.49,4,MAX_EPOCHS,0.40642560,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE', 'HaarWaveletV3AE']",,,sliding,,uniform
NHiTSSliding,NHiTS-TrendAE+Coif2V3AE+HaarWaveletV3AE,weather,96,480,3,1,1,2,0.162798,0.220189,2286.675781,15.316415,64.858147,822579,98.57,4,MAX_EPOCHS,0.41246220,MSELoss,False,True,0.7,0.1,True,"['TrendAE', 'Coif2WaveletV3AE', 'HaarWaveletV3AE']",,,sliding,,uniform
