experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,architecture,skip_distance_cfg,skip_alpha_cfg,meta_predicted_best,meta_convergence_score
resnet_skip_study_r2,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,0,42,66.431358,1.181975,16.778725,2662.371094,nan,0.450592,0.555393,3369281,256,127.46,17,False,False,ReLU,EARLY_STOPPED,42.68319702,43.98286819,53.30536270,6,1.030449,False,"[""70.12670898"", ""59.76386642"", ""48.49448776"", ""45.64630127"", ""44.45711517"", ""43.08207321"", ""42.68319702"", ""43.41306686"", ""43.26326752"", ""43.16215897"", ""43.24413681"", ""43.58486557"", ""43.48158264"", ""44.23507309"", ""43.92417145"", ""43.97481918"", ""43.98286819""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,1,43,64.577652,0.949334,13.903146,2076.584473,nan,0.344441,0.226285,3369281,256,184.95,25,False,False,ReLU,MAX_EPOCHS,42.42420959,42.42420959,51.51018524,24,1.000000,False,"[""65.23888397"", ""58.37765503"", ""48.47307968"", ""45.72593689"", ""44.60872269"", ""44.19413757"", ""43.84331512"", ""43.25785065"", ""43.29531479"", ""44.32041168"", ""43.39531326"", ""43.52372742"", ""43.45824814"", ""44.31237411"", ""44.48724365"", ""43.85583496"", ""43.56192398"", ""42.95007324"", ""42.99543381"", ""43.71288300"", ""42.91584396"", ""42.76826859"", ""42.70911407"", ""42.47957230"", ""42.42420959""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,2,44,66.338989,1.205297,16.547405,2467.946533,nan,0.477427,0.625215,3369281,256,126.09,17,False,False,ReLU,EARLY_STOPPED,43.17102051,44.66450500,53.28089142,6,1.034595,False,"[""77.95632172"", ""67.94849396"", ""51.17656708"", ""45.54112244"", ""45.17803574"", ""44.71477509"", ""43.17102051"", ""43.43763733"", ""44.09740448"", ""43.85354614"", ""43.95882416"", ""43.64290619"", ""44.22503281"", ""45.08922195"", ""44.00558853"", ""44.81647110"", ""44.66450500""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,0,42,64.652023,1.100388,12.982411,1574.677979,nan,0.394641,0.349983,6738560,256,192.21,25,False,False,ReLU,MAX_EPOCHS,42.57508087,42.70711517,50.88520050,18,1.003101,False,"[""63.62458038"", ""57.66087723"", ""45.56819534"", ""44.59735870"", ""43.74417114"", ""44.46836853"", ""43.44781494"", ""43.90171051"", ""43.16354370"", ""43.87121582"", ""44.68457794"", ""44.93442154"", ""44.31705093"", ""43.93047714"", ""43.66122055"", ""43.45094681"", ""43.75198364"", ""43.18939590"", ""42.57508087"", ""43.47029877"", ""43.13430786"", ""42.96825790"", ""42.63911057"", ""42.72191238"", ""42.70711517""]",2,GenericAELG,5,0.1,,
resnet_skip_study_r2,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,1,43,64.483360,0.947008,12.973791,1415.606934,nan,0.354206,0.242377,6738560,256,194.74,25,False,False,ReLU,MAX_EPOCHS,42.83896255,43.17446518,51.40329742,22,1.007832,False,"[""64.81829834"", ""54.41405106"", ""46.08071518"", ""43.64353561"", ""43.56351471"", ""44.20811462"", ""43.76008987"", ""44.69673157"", ""44.01639175"", ""44.28786469"", ""44.21005249"", ""44.75793839"", ""44.21751785"", ""44.02782440"", ""43.54659653"", ""43.99067307"", ""44.01192474"", ""43.92654419"", ""43.52252579"", ""43.40682983"", ""44.03809738"", ""43.63685226"", ""42.83896255"", ""43.07500839"", ""43.17446518""]",2,GenericAELG,5,0.1,,
resnet_skip_study_r2,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,2,44,65.038177,1.076110,14.018284,1827.427002,nan,0.396720,0.328238,6738560,256,193.67,25,False,False,ReLU,MAX_EPOCHS,42.89895630,43.44705200,51.11682892,17,1.012776,False,"[""67.08335876"", ""60.12102509"", ""46.20077896"", ""44.80678177"", ""44.02482605"", ""43.50555420"", ""43.29304123"", ""42.96412659"", ""43.74533844"", ""43.59090424"", ""43.31570053"", ""43.72711945"", ""43.92519379"", ""43.40810394"", ""45.04963303"", ""43.25609589"", ""43.71507263"", ""42.89895630"", ""44.13423920"", ""43.72230911"", ""42.96575928"", ""43.63620377"", ""43.09423447"", ""43.56887817"", ""43.44705200""]",2,GenericAELG,5,0.1,,
resnet_skip_study_r2,GAELG20_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,0,42,65.124222,0.954242,13.409633,1942.065063,nan,0.345551,0.233639,6738561,256,196.22,25,False,False,ReLU,MAX_EPOCHS,42.55135345,42.55135345,51.48584366,24,1.000000,False,"[""64.22790527"", ""59.92919159"", ""46.47719574"", ""45.13824463"", ""45.37832260"", ""44.44331741"", ""43.50789642"", ""44.49449921"", ""43.80812836"", ""43.64000320"", ""43.78693008"", ""43.27345657"", ""44.01913452"", ""44.18341446"", ""43.23390579"", ""48.75818634"", ""43.92781830"", ""44.02203751"", ""44.02597427"", ""44.73994446"", ""42.85245514"", ""43.23467636"", ""43.03036499"", ""42.64846802"", ""42.55135345""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG20_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,1,43,67.112961,1.315091,18.236774,2784.731445,nan,0.483388,0.632426,6738561,256,143.29,18,False,False,ReLU,EARLY_STOPPED,43.77875519,43.88357925,53.50125885,7,1.002394,False,"[""62.30521393"", ""54.06945801"", ""46.64422989"", ""45.36528015"", ""44.84867477"", ""44.83820343"", ""45.45888519"", ""43.77875519"", ""45.06277084"", ""44.28053665"", ""44.12818146"", ""44.19235992"", ""46.50675201"", ""45.50133896"", ""43.99275970"", ""44.67592239"", ""43.83139801"", ""43.88357925""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG20_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,2,44,66.611389,1.343073,16.428829,2568.294678,nan,0.500635,0.878626,6738561,256,162.58,21,False,False,ReLU,EARLY_STOPPED,43.59262466,44.05398560,53.21400070,10,1.010583,False,"[""68.64388275"", ""62.47902679"", ""47.08517075"", ""46.13005447"", ""44.30144119"", ""43.71429062"", ""44.03545761"", ""45.96014786"", ""46.33834457"", ""44.80832291"", ""43.59262466"", ""45.17425919"", ""44.64325333"", ""45.08109283"", ""45.11623001"", ""46.88391113"", ""43.77589798"", ""44.62761307"", ""44.18370056"", ""44.50524902"", ""44.05398560""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG30_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,0,42,66.219025,1.225852,16.324385,2532.520508,nan,0.467895,0.665628,10107841,256,138.92,17,False,False,ReLU,EARLY_STOPPED,43.26268005,43.91278458,53.04188538,6,1.015027,False,"[""67.79529572"", ""56.37607574"", ""47.22136688"", ""45.19478226"", ""46.90948486"", ""46.14142609"", ""43.26268005"", ""44.18598938"", ""46.14739609"", ""44.98060226"", ""45.62030029"", ""46.77025223"", ""45.44518280"", ""44.48229599"", ""45.11787033"", ""44.73997498"", ""43.91278458""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG30_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,1,43,68.052315,1.456593,18.856340,3195.853271,nan,0.533146,0.824951,10107841,256,177.51,22,False,False,ReLU,EARLY_STOPPED,44.17435074,44.40661240,53.29726410,11,1.005258,False,"[""65.78261566"", ""57.70328522"", ""47.54950714"", ""45.17742920"", ""44.56882858"", ""44.58262634"", ""44.80992889"", ""44.89283752"", ""46.78741455"", ""45.81454849"", ""44.60001755"", ""44.17435074"", ""44.92221069"", ""46.24613953"", ""44.91804504"", ""44.22245789"", ""45.76046371"", ""45.33306503"", ""44.38290024"", ""44.92907715"", ""44.34658813"", ""44.40661240""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG30_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,2,44,66.797653,1.503289,15.620026,2236.529785,nan,0.532304,0.975628,10107841,256,151.90,18,False,False,ReLU,EARLY_STOPPED,43.83523941,44.63319397,54.00180054,7,1.018203,False,"[""66.48000336"", ""53.10229492"", ""49.71543884"", ""49.20205307"", ""46.63149643"", ""46.29349136"", ""45.23034286"", ""43.83523941"", ""43.93812180"", ""45.99710083"", ""46.22365952"", ""47.35970688"", ""44.42362213"", ""44.72367096"", ""45.07083511"", ""47.14316559"", ""45.25614548"", ""44.63319397""]",2,GenericAELG,5,learnable,,
resnet_skip_study_r2,GAELG30_skip10_learn,genAELG_distance_sweep,['GenericAELG'],Weather-96,144,96,192,30,1,True,0,42,67.917976,1.262290,16.167034,2675.659424,nan,0.467553,0.539556,10107841,256,133.99,16,False,False,ReLU,EARLY_STOPPED,43.87532043,44.64225006,53.17518234,5,1.017480,False,"[""66.30127716"", ""54.32337570"", ""45.37067032"", ""44.21880722"", ""44.08622742"", ""43.87532043"", ""44.09460449"", ""44.35890579"", ""44.69459534"", ""44.56920242"", ""44.58985138"", ""44.64932251"", ""44.18782425"", ""45.35639572"", ""44.17224503"", ""44.64225006""]",2,GenericAELG,10,learnable,,
resnet_skip_study_r2,GAELG30_skip10_learn,genAELG_distance_sweep,['GenericAELG'],Weather-96,144,96,192,30,1,True,1,43,63.917454,0.975784,16.798740,2412.355225,nan,0.360529,0.266832,10107841,256,205.85,25,False,False,ReLU,MAX_EPOCHS,43.53857803,43.55489731,51.57157135,22,1.000375,False,"[""61.04366302"", ""50.34394836"", ""45.95420074"", ""44.62985992"", ""44.27561188"", ""44.18439865"", ""43.72106934"", ""43.84662247"", ""44.44296646"", ""44.27816010"", ""45.91285324"", ""43.96157074"", ""45.09067917"", ""45.47029877"", ""44.02062225"", ""43.91773224"", ""43.57732391"", ""43.83027649"", ""44.53052521"", ""44.28934479"", ""44.22608566"", ""43.77257538"", ""43.53857803"", ""43.60657501"", ""43.55489731""]",2,GenericAELG,10,learnable,,
resnet_skip_study_r2,GAELG30_skip10_learn,genAELG_distance_sweep,['GenericAELG'],Weather-96,144,96,192,30,1,True,2,44,64.301697,1.027578,15.341506,1965.887817,nan,0.379706,0.315780,10107841,256,209.61,25,False,False,ReLU,EARLY_STOPPED,43.77880859,43.88114166,51.56893158,14,1.002338,False,"[""58.91193771"", ""51.54286957"", ""46.54231262"", ""44.43743515"", ""43.96194077"", ""44.89741898"", ""45.63681030"", ""44.10997009"", ""44.37692261"", ""48.28426743"", ""44.75522614"", ""45.07963562"", ""44.92547989"", ""44.80459976"", ""43.77880859"", ""43.93192673"", ""44.60110855"", ""46.85237885"", ""44.48114395"", ""44.75996780"", ""44.00810242"", ""43.90100861"", ""43.88467407"", ""43.93857574"", ""43.88114166""]",2,GenericAELG,10,learnable,,
resnet_skip_study_r2,G30_no_skip,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,0,42,65.670898,1.297712,17.622438,2296.732910,nan,0.505388,0.768796,31027200,256,169.97,19,False,False,ReLU,EARLY_STOPPED,43.30518341,45.95525742,52.18640137,8,1.061195,False,"[""72.24980164"", ""58.82670212"", ""47.52075958"", ""44.35500717"", ""44.27138138"", ""44.78398514"", ""43.83808899"", ""44.64455414"", ""43.30518341"", ""45.80299377"", ""46.03875732"", ""43.39321518"", ""44.15716553"", ""43.98801422"", ""44.91571045"", ""44.90641785"", ""43.53285980"", ""43.93383408"", ""45.95525742""]",2,Generic,0,none,,
resnet_skip_study_r2,G30_no_skip,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,1,43,64.023651,0.977724,13.802907,1694.005127,nan,0.366701,0.310010,31027200,256,202.02,23,False,False,ReLU,EARLY_STOPPED,43.47001648,44.62168503,49.17077255,12,1.026493,False,"[""69.82570648"", ""62.08132172"", ""52.22408295"", ""47.50253677"", ""47.55399704"", ""46.32875061"", ""45.08926010"", ""43.99948120"", ""44.66928101"", ""45.21246719"", ""43.63438416"", ""44.65312958"", ""43.47001648"", ""44.05168152"", ""44.78713989"", ""43.64944839"", ""44.02003860"", ""44.73793030"", ""45.42044830"", ""44.99850464"", ""44.02721405"", ""43.90283585"", ""44.62168503""]",2,Generic,0,none,,
resnet_skip_study_r2,G30_no_skip,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,2,44,64.778481,1.089185,16.193243,1788.986816,nan,0.416948,0.428558,31027200,256,218.28,25,False,False,ReLU,MAX_EPOCHS,43.11481476,44.93152618,48.12520981,15,1.042137,False,"[""79.88856506"", ""70.70428467"", ""62.42019653"", ""57.15480804"", ""51.32754517"", ""46.39350510"", ""43.79712296"", ""44.69729233"", ""43.90328979"", ""44.41266632"", ""44.70723724"", ""44.58170319"", ""43.37084961"", ""43.87158585"", ""44.00159836"", ""43.11481476"", ""43.25945282"", ""44.78211975"", ""45.21401215"", ""43.49184799"", ""43.42699814"", ""43.93070221"", ""44.89342499"", ""44.84980392"", ""44.93152618""]",2,Generic,0,none,,
resnet_skip_study_r2,G30_skip5_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,0,42,66.594223,1.233459,14.768036,1956.275757,nan,0.480012,0.613827,31027200,256,176.89,20,False,False,ReLU,EARLY_STOPPED,43.34614944,44.88227844,50.30274963,9,1.035439,False,"[""66.84707642"", ""59.10942459"", ""56.50152588"", ""48.86579132"", ""46.83956146"", ""46.83990097"", ""44.75852966"", ""45.16567993"", ""44.02762604"", ""43.34614944"", ""44.02948761"", ""44.56436157"", ""43.84259415"", ""44.28158188"", ""43.54130173"", ""43.74070740"", ""43.93744659"", ""45.25314713"", ""46.05398941"", ""44.88227844""]",2,Generic,5,0.1,,
resnet_skip_study_r2,G30_skip5_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,1,43,65.224167,1.208385,13.775831,1647.260986,nan,0.460167,0.572009,31027200,256,183.34,21,False,False,ReLU,EARLY_STOPPED,43.23370361,46.97788620,49.78639603,10,1.086603,False,"[""70.28878784"", ""64.82705688"", ""60.34075165"", ""55.57225800"", ""47.99902344"", ""46.84156418"", ""44.76644516"", ""44.56454849"", ""43.68589401"", ""44.47715759"", ""43.23370361"", ""44.76131058"", ""43.60536194"", ""43.85626602"", ""43.83604050"", ""46.58758163"", ""45.47539139"", ""44.97797775"", ""46.03877258"", ""45.22354126"", ""46.97788620""]",2,Generic,5,0.1,,
resnet_skip_study_r2,G30_skip5_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,2,44,66.591019,1.506104,22.891548,4276.535645,nan,0.595322,0.951714,31027200,256,227.70,25,False,False,ReLU,MAX_EPOCHS,43.36159515,45.35738373,47.66120148,17,1.046027,False,"[""73.15595245"", ""62.13385773"", ""61.37713623"", ""59.14714813"", ""46.33876801"", ""45.28813171"", ""44.29066467"", ""44.44412994"", ""43.83732224"", ""43.88671112"", ""43.76700974"", ""44.85372925"", ""43.41589355"", ""43.69364548"", ""43.86865616"", ""44.35134125"", ""45.88706589"", ""43.36159515"", ""44.39469528"", ""43.55602646"", ""44.10382080"", ""44.71885300"", ""45.23472214"", ""45.75860214"", ""45.35738373""]",2,Generic,5,0.1,,
resnet_skip_study_r2,G30_skip5_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,0,42,64.781174,1.084874,12.767245,1389.793579,nan,0.405374,0.336937,31027201,256,223.06,25,False,False,ReLU,MAX_EPOCHS,43.18603134,43.31981659,51.91103745,22,1.003098,False,"[""69.69562531"", ""67.08126831"", ""64.60421753"", ""58.63068771"", ""52.52259445"", ""49.96506119"", ""48.14385986"", ""46.37744522"", ""45.44357300"", ""44.93445587"", ""43.78061676"", ""44.31894302"", ""44.05658340"", ""46.06861115"", ""44.55500412"", ""44.35200119"", ""44.73229980"", ""45.58589554"", ""44.39827728"", ""43.77004242"", ""43.44991302"", ""43.84507751"", ""43.18603134"", ""43.76269150"", ""43.31981659""]",2,Generic,5,learnable,,
resnet_skip_study_r2,G30_skip5_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,1,43,64.458832,0.962217,14.124784,1844.864136,nan,0.352786,0.246078,31027201,256,219.42,25,False,False,ReLU,MAX_EPOCHS,43.59265900,43.67182541,51.55705261,22,1.001816,False,"[""68.89596558"", ""66.02781677"", ""59.44133377"", ""60.44744110"", ""58.17904663"", ""52.65275192"", ""46.09232330"", ""45.79354095"", ""45.73084641"", ""44.09597397"", ""44.78820419"", ""44.67575836"", ""44.32358170"", ""45.57411194"", ""44.70574570"", ""45.25941849"", ""45.17863083"", ""43.69915009"", ""45.80279922"", ""45.05460739"", ""45.02045822"", ""45.34331894"", ""43.59265900"", ""43.60981369"", ""43.67182541""]",2,Generic,5,learnable,,
resnet_skip_study_r2,G30_skip5_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,2,44,65.039703,1.125609,15.539336,1977.126587,nan,0.422348,0.419506,31027201,256,215.23,25,False,False,ReLU,MAX_EPOCHS,43.52173233,43.88196182,51.11203766,16,1.008277,False,"[""82.79618073"", ""74.39311218"", ""69.86545563"", ""61.39478302"", ""50.20718384"", ""47.58801651"", ""45.02915573"", ""44.05622864"", ""44.57403564"", ""45.06634903"", ""45.87429047"", ""44.59895325"", ""44.72218323"", ""44.33835602"", ""44.59263229"", ""44.94099426"", ""43.52173233"", ""43.88901520"", ""45.25640488"", ""43.82821274"", ""44.17912292"", ""44.41211700"", ""43.66468811"", ""43.85242081"", ""43.88196182""]",2,Generic,5,learnable,,
resnet_skip_study_r2,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,0,42,64.894791,1.165830,13.279968,1417.364746,nan,0.424802,0.408397,31027200,256,211.19,24,False,False,ReLU,EARLY_STOPPED,43.32464600,45.24811935,48.20705795,13,1.044397,False,"[""70.26398468"", ""61.76555252"", ""57.52729034"", ""56.93947220"", ""46.82160950"", ""44.03097153"", ""44.10982513"", ""44.73268127"", ""44.18712234"", ""43.91717148"", ""44.04581070"", ""43.87151718"", ""44.81238556"", ""43.32464600"", ""44.03954315"", ""44.11380768"", ""43.83190155"", ""43.61646271"", ""43.93709183"", ""45.16426468"", ""43.81973267"", ""44.54214859"", ""45.38931274"", ""45.24811935""]",2,Generic,10,0.1,,
resnet_skip_study_r2,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,1,43,65.045433,1.224557,15.579236,1799.402588,nan,0.432095,0.445821,31027200,256,206.60,24,False,False,ReLU,EARLY_STOPPED,43.25288391,45.82727051,47.90157318,13,1.059519,False,"[""69.74501801"", ""63.45566940"", ""50.17229462"", ""46.14641190"", ""44.98229218"", ""45.41650391"", ""43.78723907"", ""44.73282242"", ""44.25759125"", ""44.08417511"", ""44.07232666"", ""43.85365677"", ""44.57249069"", ""43.25288391"", ""45.12686539"", ""43.55244446"", ""43.92253494"", ""45.45749283"", ""44.82219696"", ""44.77466202"", ""44.34132385"", ""45.31528473"", ""45.59957886"", ""45.82727051""]",2,Generic,10,0.1,,
resnet_skip_study_r2,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,2,44,65.674965,1.436336,30.518454,9289.732422,nan,0.553877,0.969233,31027200,256,220.44,25,False,False,ReLU,MAX_EPOCHS,43.07309723,44.77354813,48.49302673,15,1.039478,False,"[""79.43325806"", ""65.91439056"", ""61.85018921"", ""57.72215652"", ""50.15370941"", ""48.20103455"", ""45.79224014"", ""45.38228607"", ""44.69112015"", ""44.48545456"", ""43.88352203"", ""44.47093964"", ""44.16739655"", ""43.57707977"", ""43.91489792"", ""43.07309723"", ""43.43431473"", ""49.25885010"", ""44.88956833"", ""45.99961472"", ""44.17050934"", ""43.95028687"", ""44.28793335"", ""44.77257156"", ""44.77354813""]",2,Generic,10,0.1,,
resnet_skip_study_r2,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,0,42,64.355225,0.986043,13.301787,1724.516479,nan,0.360457,0.305523,31027201,256,213.86,24,False,False,ReLU,EARLY_STOPPED,43.11998367,43.52673340,49.34634399,13,1.009433,False,"[""71.08689880"", ""65.00458527"", ""60.47011566"", ""58.83727264"", ""46.94063187"", ""45.14702988"", ""44.23150253"", ""43.66523743"", ""43.86170197"", ""44.45558929"", ""43.18537140"", ""44.98650742"", ""44.55932236"", ""43.11998367"", ""43.26465607"", ""45.89794159"", ""43.91976166"", ""44.37059021"", ""44.09115601"", ""44.08178711"", ""43.47882843"", ""43.80752945"", ""43.38018036"", ""43.52673340""]",2,Generic,10,learnable,,
resnet_skip_study_r2,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,1,43,63.911308,1.012487,13.683355,1773.585205,nan,0.366445,0.301799,31027201,256,192.17,22,False,False,ReLU,EARLY_STOPPED,43.15677643,43.89977264,51.54621506,11,1.017216,False,"[""69.72476196"", ""62.21495819"", ""59.43321991"", ""58.46143341"", ""50.25603867"", ""47.91624832"", ""46.16391754"", ""44.06493759"", ""44.24673462"", ""45.02392578"", ""44.53881454"", ""43.15677643"", ""43.43730164"", ""43.76905060"", ""46.13940811"", ""44.13740921"", ""45.00054932"", ""44.23963928"", ""44.61179733"", ""44.37880707"", ""43.98971939"", ""43.89977264""]",2,Generic,10,learnable,,
resnet_skip_study_r2,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,2,44,65.272423,1.199486,14.762140,1842.675659,nan,0.447493,0.529623,31027201,256,193.30,22,False,False,ReLU,EARLY_STOPPED,43.40430069,44.87966919,50.36523438,11,1.033991,False,"[""80.21956635"", ""71.20159912"", ""60.32061768"", ""52.93190765"", ""51.52561188"", ""50.52253723"", ""50.11672974"", ""44.66143036"", ""44.67432022"", ""44.18240738"", ""43.96343994"", ""43.40430069"", ""44.37215805"", ""45.41585159"", ""45.10808563"", ""43.46385193"", ""43.95235062"", ""43.90803909"", ""43.80680466"", ""45.27121353"", ""45.25888443"", ""44.87966919""]",2,Generic,10,learnable,,
