experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,architecture,skip_distance_cfg,skip_alpha_cfg,meta_predicted_best,meta_convergence_score
resnet_skip_study_r3,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,0,42,66.939316,1.076933,17.122231,2717.345215,nan,0.418418,0.435530,3369280,256,135.93,19,False,False,ReLU,EARLY_STOPPED,43.03499985,43.66106415,52.39935684,8,1.014548,False,"[""74.42537689"", ""62.06768036"", ""48.53389740"", ""46.34028625"", ""44.19617081"", ""43.56894302"", ""43.58938217"", ""43.73468781"", ""43.03499985"", ""43.44993591"", ""43.79904175"", ""44.49145889"", ""43.78775787"", ""44.32490921"", ""43.40921402"", ""43.92567444"", ""44.26144791"", ""44.38208771"", ""43.66106415""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,1,43,66.720734,1.093155,16.408541,2546.225098,nan,0.402970,0.317474,3369280,256,213.17,30,False,False,ReLU,EARLY_STOPPED,42.91647720,42.93407822,52.09470367,19,1.000410,False,"[""65.83093262"", ""59.02693939"", ""48.80685043"", ""45.99712753"", ""44.53207397"", ""43.72531891"", ""44.27606583"", ""44.04519653"", ""43.36838150"", ""43.26087570"", ""44.31236267"", ""43.51576233"", ""43.69727707"", ""43.67926025"", ""43.87332916"", ""43.97296143"", ""44.26325989"", ""42.96567917"", ""43.02956390"", ""42.91647720"", ""43.63997650"", ""43.29236603"", ""42.99164581"", ""43.22604752"", ""43.24253464"", ""42.93290710"", ""42.99607086"", ""43.00026703"", ""43.28023911"", ""42.93407822""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,2,44,66.942513,1.192442,16.669783,2661.975830,nan,0.453640,0.531554,3369280,256,123.40,17,False,False,ReLU,EARLY_STOPPED,43.26203156,44.53757858,53.00201797,6,1.029484,False,"[""80.00854492"", ""68.98361206"", ""51.10663605"", ""46.24886322"", ""44.83005524"", ""44.30604553"", ""43.26203156"", ""43.31629944"", ""44.25660706"", ""44.23178101"", ""43.62561035"", ""44.05879211"", ""44.70607758"", ""44.53697205"", ""44.70434570"", ""44.35498810"", ""44.53757858""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,3,45,66.026138,1.101288,17.164112,2719.968506,nan,0.423351,0.458307,3369280,256,144.28,20,False,False,ReLU,EARLY_STOPPED,42.90063477,43.88089371,52.67568207,9,1.022850,False,"[""72.98767853"", ""64.40567780"", ""49.54465866"", ""45.15167236"", ""43.58016586"", ""44.34794617"", ""44.14481735"", ""43.47568893"", ""43.46402359"", ""42.90063477"", ""43.39597702"", ""43.46559906"", ""43.52680969"", ""43.03362274"", ""43.80516815"", ""43.76068497"", ""43.46658707"", ""43.76761246"", ""44.28189850"", ""43.88089371""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,4,46,66.495590,1.217876,17.752869,2897.855957,nan,0.443290,0.529611,3369280,256,128.82,18,False,False,ReLU,EARLY_STOPPED,43.17043304,44.51342392,53.06077576,7,1.031109,False,"[""73.62921906"", ""65.65653992"", ""50.22277832"", ""44.87583160"", ""44.95597076"", ""43.97270966"", ""43.54602432"", ""43.17043304"", ""44.12604523"", ""43.94594574"", ""43.49627686"", ""43.19264984"", ""43.94422913"", ""43.98778152"", ""44.33678818"", ""43.94090652"", ""43.79578018"", ""44.51342392""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,0,42,65.118980,1.127664,16.632372,2506.330811,nan,0.431081,0.509821,6738560,256,133.91,18,False,False,ReLU,EARLY_STOPPED,43.01187134,43.17013168,53.11564636,7,1.003679,False,"[""63.90299225"", ""58.01422882"", ""45.85557556"", ""44.37829971"", ""44.19480133"", ""43.95415115"", ""44.49722290"", ""43.01187134"", ""44.05127335"", ""44.10832977"", ""43.29421234"", ""44.39205551"", ""43.89004517"", ""43.65910339"", ""45.37076569"", ""43.13123703"", ""43.34915543"", ""43.17013168""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,1,43,67.800995,1.310908,17.219538,2600.867676,nan,0.492085,0.779734,6738560,256,123.86,16,False,False,ReLU,EARLY_STOPPED,43.37024307,44.20563889,52.36925507,5,1.019262,False,"[""60.27424240"", ""52.83415985"", ""45.86660385"", ""43.82726288"", ""44.14860153"", ""43.37024307"", ""43.75650024"", ""43.86131668"", ""44.16187286"", ""44.32716751"", ""43.68723679"", ""44.84074020"", ""44.65684128"", ""43.44056320"", ""44.66863251"", ""44.20563889""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,2,44,66.676842,1.257194,18.396620,2889.030273,nan,0.483678,0.693704,6738560,256,130.16,17,False,False,ReLU,EARLY_STOPPED,43.30086517,43.91718674,52.67988968,6,1.014233,False,"[""69.89550781"", ""63.17276764"", ""46.86861801"", ""46.16150665"", ""44.20029068"", ""43.65637589"", ""43.30086517"", ""43.71038818"", ""43.71121216"", ""43.54333496"", ""43.39725113"", ""43.52523804"", ""43.52695084"", ""44.43475723"", ""44.13082504"", ""43.96676254"", ""43.91718674""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,3,45,64.697548,1.130510,14.302817,1722.182373,nan,0.431782,0.459403,6738560,256,278.59,38,False,False,ReLU,EARLY_STOPPED,42.91138840,42.97621918,50.56331635,27,1.001511,False,"[""69.49514008"", ""61.84554291"", ""46.67323685"", ""44.63680267"", ""44.07828903"", ""45.62891006"", ""44.23708725"", ""43.91972733"", ""44.32571411"", ""43.92615891"", ""44.52951431"", ""43.88198090"", ""45.71577454"", ""44.35090256"", ""44.61956406"", ""43.89059448"", ""43.75923157"", ""43.99790573"", ""43.82762146"", ""44.12553787"", ""44.94624329"", ""44.11217499"", ""43.65706635"", ""43.68961334"", ""44.01221466"", ""43.01288605"", ""44.44506454"", ""42.91138840"", ""44.47447586"", ""43.53854752"", ""43.33835220"", ""43.37837219"", ""43.97854614"", ""43.13499069"", ""42.94173050"", ""45.88916779"", ""43.73912048"", ""42.97621918""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,4,46,65.754044,1.207683,17.409172,2586.416260,nan,0.473581,0.688967,6738560,256,117.94,16,False,False,ReLU,EARLY_STOPPED,42.95353699,44.10656357,53.14831543,5,1.026844,False,"[""67.17646790"", ""62.13959885"", ""46.65379333"", ""45.88858414"", ""43.68178177"", ""42.95353699"", ""43.73667526"", ""44.65716171"", ""44.42975616"", ""43.60637665"", ""43.85191727"", ""44.19815063"", ""44.39963913"", ""43.89781189"", ""44.58214569"", ""44.10656357""]",3,GenericAELG,0,none,,
resnet_skip_study_r3,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,0,42,66.431358,1.181975,16.778725,2662.371094,nan,0.450592,0.555393,3369281,256,120.91,17,False,False,ReLU,EARLY_STOPPED,42.68319702,44.00700760,53.28184509,6,1.031015,False,"[""70.12670898"", ""59.76386642"", ""48.49448776"", ""45.64630127"", ""44.45711517"", ""43.08207321"", ""42.68319702"", ""43.41306686"", ""43.26326752"", ""43.16215897"", ""43.24413681"", ""43.58486557"", ""43.48158264"", ""44.23507309"", ""43.92417145"", ""43.97481918"", ""44.00700760""]",3,GenericAELG,5,learnable,,
resnet_skip_study_r3,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,1,43,63.785423,1.022520,12.147181,1371.052002,nan,0.376591,0.285837,3369281,256,453.70,64,False,False,ReLU,EARLY_STOPPED,42.29163742,43.05233765,49.80525589,53,1.017987,False,"[""65.23888397"", ""58.37765503"", ""48.47307968"", ""45.72593689"", ""44.60872269"", ""44.19413757"", ""43.84331512"", ""43.25785065"", ""43.29531479"", ""44.32041168"", ""43.39531326"", ""43.52372742"", ""43.45824814"", ""44.31237411"", ""44.48724365"", ""43.85583496"", ""43.10615158"", ""43.16357803"", ""43.27767944"", ""43.54035568"", ""43.14262772"", ""42.97560120"", ""43.24597168"", ""42.78424072"", ""44.22406769"", ""43.27629471"", ""42.86331940"", ""43.69195557"", ""43.07090378"", ""43.01958466"", ""42.75943756"", ""43.35490799"", ""43.03862381"", ""43.13982010"", ""43.79000854"", ""43.35213089"", ""43.05863190"", ""43.43386459"", ""42.52010727"", ""42.67162704"", ""42.69530869"", ""43.21665955"", ""43.13739395"", ""42.39374924"", ""42.66928482"", ""42.49901581"", ""42.88165283"", ""42.44780350"", ""43.02458191"", ""42.79321289"", ""42.95945740"", ""43.11628342"", ""42.96249008"", ""42.29163742"", ""43.36965561"", ""42.67631912"", ""42.79007339"", ""42.72004318"", ""42.49166107"", ""43.36697006"", ""42.79170990"", ""43.22877121"", ""42.80250168"", ""43.05233765""]",3,GenericAELG,5,learnable,,
resnet_skip_study_r3,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,2,44,66.338989,1.205297,16.547405,2467.946533,nan,0.477427,0.625215,3369281,256,123.65,17,False,False,ReLU,EARLY_STOPPED,43.17102051,44.47377014,53.25745773,6,1.030176,False,"[""77.95632172"", ""67.94849396"", ""51.17656708"", ""45.54112244"", ""45.17803574"", ""44.71477509"", ""43.17102051"", ""43.43763733"", ""44.09740448"", ""43.85354614"", ""43.95882416"", ""43.64290619"", ""44.22503281"", ""45.08922195"", ""44.00558853"", ""44.81647110"", ""44.47377014""]",3,GenericAELG,5,learnable,,
resnet_skip_study_r3,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,3,45,66.164856,1.176116,17.557117,2683.779785,nan,0.455968,0.593719,3369281,256,128.74,18,False,False,ReLU,EARLY_STOPPED,42.67580795,44.04698563,53.12386703,7,1.032130,False,"[""73.68475342"", ""65.62818146"", ""50.36607361"", ""45.95396042"", ""45.54113388"", ""43.93487549"", ""42.96193314"", ""42.67580795"", ""43.55776596"", ""43.64323044"", ""42.98641205"", ""43.50897217"", ""43.68407059"", ""43.08393478"", ""43.72112274"", ""43.53874207"", ""44.35644913"", ""44.04698563""]",3,GenericAELG,5,learnable,,
resnet_skip_study_r3,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,4,46,66.246384,1.233327,16.441345,2556.210693,nan,0.451589,0.542818,3369281,256,118.79,17,False,False,ReLU,EARLY_STOPPED,43.46653366,44.13011169,52.66632462,6,1.015266,False,"[""78.42285156"", ""71.54324341"", ""51.24067307"", ""45.64281845"", ""44.84125137"", ""43.52620697"", ""43.46653366"", ""44.14152527"", ""43.75119019"", ""43.48435974"", ""44.37549210"", ""45.00317764"", ""44.04634857"", ""43.91243744"", ""44.20632553"", ""44.56962204"", ""44.13011169""]",3,GenericAELG,5,learnable,,
resnet_skip_study_r3,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,0,42,65.304062,1.174775,13.903078,1655.692749,nan,0.432978,0.449466,6738560,256,214.20,29,False,False,ReLU,EARLY_STOPPED,42.51714325,42.92292786,51.20877075,18,1.009544,False,"[""63.62458038"", ""57.66087723"", ""45.56819534"", ""44.59735870"", ""43.74417114"", ""44.46836853"", ""43.44781494"", ""43.90171051"", ""43.16354370"", ""43.87121582"", ""44.68457794"", ""44.93442154"", ""44.31705093"", ""43.93047714"", ""43.66122055"", ""43.45094681"", ""44.11403275"", ""43.41127777"", ""42.51714325"", ""43.34654236"", ""43.99771881"", ""43.15581894"", ""42.66302109"", ""42.91435623"", ""43.29119492"", ""42.78643799"", ""43.23092270"", ""43.80391693"", ""42.92292786""]",3,GenericAELG,5,0.1,,
resnet_skip_study_r3,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,1,43,64.431740,1.054741,14.580957,1575.140991,nan,0.393710,0.352380,6738560,256,230.12,31,False,False,ReLU,EARLY_STOPPED,42.77099991,43.34996796,50.68299866,20,1.013536,False,"[""64.81829834"", ""54.41405106"", ""46.08071518"", ""43.64353561"", ""43.56351471"", ""44.20811462"", ""43.76008987"", ""44.69673157"", ""44.01639175"", ""44.28786469"", ""44.21005249"", ""44.75793839"", ""44.21751785"", ""44.02782440"", ""43.54659653"", ""43.99067307"", ""43.76984024"", ""43.73684692"", ""43.55895615"", ""43.67662430"", ""42.77099991"", ""42.95026398"", ""43.53687286"", ""44.24147034"", ""43.23402405"", ""43.14857101"", ""43.78270721"", ""43.65159988"", ""43.60985184"", ""43.58875275"", ""43.34996796""]",3,GenericAELG,5,0.1,,
resnet_skip_study_r3,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,2,44,66.061386,1.186371,17.547663,2718.564209,nan,0.451083,0.536986,6738560,256,135.04,18,False,False,ReLU,EARLY_STOPPED,42.96412659,44.70729446,53.03174973,7,1.040573,False,"[""67.08335876"", ""60.12102509"", ""46.20077896"", ""44.80678177"", ""44.02482605"", ""43.50555420"", ""43.29304123"", ""42.96412659"", ""43.74533844"", ""43.59090424"", ""43.31570053"", ""43.72711945"", ""43.92519379"", ""43.40810394"", ""45.04963303"", ""43.25609589"", ""44.04079819"", ""44.70729446""]",3,GenericAELG,5,0.1,,
resnet_skip_study_r3,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,3,45,66.090927,1.465655,18.290373,2471.318848,nan,0.546296,1.046704,6738560,256,105.53,14,False,False,ReLU,EARLY_STOPPED,43.53730011,43.87374115,52.90910721,3,1.007728,False,"[""71.24065399"", ""53.96903229"", ""45.89447021"", ""43.53730011"", ""44.73884201"", ""44.21388626"", ""44.52877808"", ""44.74038696"", ""44.55939484"", ""43.59930801"", ""44.25323105"", ""43.89960098"", ""44.04319382"", ""43.87374115""]",3,GenericAELG,5,0.1,,
resnet_skip_study_r3,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,4,46,66.042480,1.137810,17.299212,2681.462646,nan,0.445413,0.541902,6738560,256,130.16,17,False,False,ReLU,EARLY_STOPPED,43.07381439,44.78629684,52.78531265,6,1.039757,False,"[""67.72113800"", ""56.70774078"", ""45.17605972"", ""45.08979416"", ""44.32442474"", ""43.12320328"", ""43.07381439"", ""43.35088730"", ""44.45768738"", ""43.68177795"", ""44.02589417"", ""43.80920029"", ""43.67436218"", ""43.60584641"", ""43.86382294"", ""43.47209549"", ""44.78629684""]",3,GenericAELG,5,0.1,,
resnet_skip_study_r3,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,0,42,64.894791,1.165830,13.279968,1417.364746,nan,0.424802,0.408397,31027200,256,215.20,24,False,False,ReLU,EARLY_STOPPED,43.32464600,45.38279343,49.97898865,13,1.047505,False,"[""70.26398468"", ""61.76555252"", ""57.52729034"", ""56.93947220"", ""46.82160950"", ""44.03097153"", ""44.10982513"", ""44.73268127"", ""44.18712234"", ""43.91717148"", ""44.04581070"", ""43.87151718"", ""44.81238556"", ""43.32464600"", ""44.03954315"", ""44.11380768"", ""43.52371979"", ""44.05519485"", ""44.97526169"", ""45.29069519"", ""44.75832367"", ""45.23191833"", ""44.67207336"", ""45.38279343""]",3,Generic,10,0.1,,
resnet_skip_study_r3,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,1,43,65.045433,1.224557,15.579236,1799.402588,nan,0.432095,0.445821,31027200,256,204.44,24,False,False,ReLU,EARLY_STOPPED,43.25288391,45.81741714,48.97938156,13,1.059292,False,"[""69.74501801"", ""63.45566940"", ""50.17229462"", ""46.14641190"", ""44.98229218"", ""45.41650391"", ""43.78723907"", ""44.73282242"", ""44.25759125"", ""44.08417511"", ""44.07232666"", ""43.85365677"", ""44.57249069"", ""43.25288391"", ""45.12686539"", ""43.55244446"", ""43.94588470"", ""44.44962311"", ""45.16237259"", ""44.19599915"", ""44.11537933"", ""46.82926941"", ""44.95203781"", ""45.81741714""]",3,Generic,10,0.1,,
resnet_skip_study_r3,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,2,44,63.234627,1.296855,26.636108,6845.186035,nan,0.500180,0.785260,31027200,256,266.58,31,False,False,ReLU,EARLY_STOPPED,42.83835220,46.94430923,47.58648682,20,1.095848,False,"[""79.43325806"", ""65.91439056"", ""61.85018921"", ""57.72215652"", ""50.15370941"", ""48.20103455"", ""45.79224014"", ""45.38228607"", ""44.69112015"", ""44.48545456"", ""43.88352203"", ""44.47093964"", ""44.16739655"", ""43.57707977"", ""43.91489792"", ""43.07309723"", ""43.33851242"", ""45.19132233"", ""44.10109711"", ""44.56428909"", ""42.83835220"", ""44.34297562"", ""46.26959991"", ""46.32286453"", ""44.11070633"", ""44.43796539"", ""45.13182068"", ""44.96918488"", ""45.24098206"", ""46.98259354"", ""46.94430923""]",3,Generic,10,0.1,,
resnet_skip_study_r3,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,3,45,64.364395,1.130503,16.574947,2136.409424,nan,0.417249,0.396232,31027200,256,186.73,22,False,False,ReLU,EARLY_STOPPED,43.56681824,45.95275116,50.86787415,11,1.054765,False,"[""67.97521973"", ""57.50863647"", ""54.69894409"", ""53.21511078"", ""45.86198807"", ""44.90849686"", ""45.04660797"", ""44.02944565"", ""44.32580948"", ""44.49375534"", ""43.68061829"", ""43.56681824"", ""44.92182541"", ""45.05220795"", ""44.02407837"", ""43.87376404"", ""43.58127213"", ""44.67916870"", ""46.53958511"", ""45.15530014"", ""46.28726959"", ""45.95275116""]",3,Generic,10,0.1,,
resnet_skip_study_r3,G30_skip10_a01,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,4,46,64.897766,1.418790,24.134884,4772.868164,nan,0.533814,0.727142,31027200,256,277.88,33,False,False,ReLU,EARLY_STOPPED,43.54172134,46.73353577,47.54064941,22,1.073305,False,"[""74.73265839"", ""70.51707458"", ""61.22510529"", ""57.24512482"", ""45.34628677"", ""44.66823959"", ""43.96420288"", ""44.76922607"", ""44.00743103"", ""44.30597305"", ""44.12685776"", ""44.36352539"", ""45.27658463"", ""44.27922821"", ""44.85489655"", ""44.92766190"", ""43.85808563"", ""45.16268921"", ""45.94890594"", ""45.29616928"", ""44.69215393"", ""44.36271667"", ""43.54172134"", ""43.74842072"", ""45.55974579"", ""44.52885056"", ""44.46228027"", ""45.43531418"", ""46.13274002"", ""44.58767319"", ""45.24002457"", ""45.42147446"", ""46.73353577""]",3,Generic,10,0.1,,
resnet_skip_study_r3,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,0,42,64.355225,0.986043,13.301787,1724.516479,nan,0.360457,0.305523,31027201,256,205.40,24,False,False,ReLU,EARLY_STOPPED,43.11998367,43.57435608,51.32809830,13,1.010537,False,"[""71.08689880"", ""65.00458527"", ""60.47011566"", ""58.83727264"", ""46.94063187"", ""45.14702988"", ""44.23150253"", ""43.66523743"", ""43.86170197"", ""44.45558929"", ""43.18537140"", ""44.98650742"", ""44.55932236"", ""43.11998367"", ""43.26465607"", ""45.89794159"", ""43.98216248"", ""45.84216690"", ""44.49173355"", ""44.65086746"", ""45.49698639"", ""45.40043640"", ""45.62832642"", ""43.57435608""]",3,Generic,10,learnable,,
resnet_skip_study_r3,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,1,43,63.911308,1.012487,13.683355,1773.585205,nan,0.366445,0.301799,31027201,256,188.24,22,False,False,ReLU,EARLY_STOPPED,43.15677643,44.78975296,52.18189240,11,1.037838,False,"[""69.72476196"", ""62.21495819"", ""59.43321991"", ""58.46143341"", ""50.25603867"", ""47.91624832"", ""46.16391754"", ""44.06493759"", ""44.24673462"", ""45.02392578"", ""44.53881454"", ""43.15677643"", ""43.43730164"", ""43.76905060"", ""46.13940811"", ""44.13740921"", ""45.51935959"", ""44.19369507"", ""45.01705170"", ""44.54527664"", ""44.52339172"", ""44.78975296""]",3,Generic,10,learnable,,
resnet_skip_study_r3,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,2,44,65.272423,1.199486,14.762140,1842.675659,nan,0.447493,0.529623,31027201,256,189.37,22,False,False,ReLU,EARLY_STOPPED,43.40430069,45.41968536,50.99369812,11,1.046433,False,"[""80.21956635"", ""71.20159912"", ""60.32061768"", ""52.93190765"", ""51.52561188"", ""50.52253723"", ""50.11672974"", ""44.66143036"", ""44.67432022"", ""44.18240738"", ""43.96343994"", ""43.40430069"", ""44.37215805"", ""45.41585159"", ""45.10808563"", ""43.46385193"", ""44.58841705"", ""43.69466782"", ""45.92877197"", ""45.07382965"", ""44.25342178"", ""45.41968536""]",3,Generic,10,learnable,,
resnet_skip_study_r3,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,3,45,65.433189,1.167659,17.229366,2433.355713,nan,0.438248,0.481857,31027201,256,195.18,23,False,False,ReLU,EARLY_STOPPED,42.90699768,45.61064529,51.33282089,12,1.063012,False,"[""64.09129333"", ""60.68269730"", ""57.96095657"", ""52.44464111"", ""47.63713837"", ""48.75058746"", ""46.19180298"", ""44.52188873"", ""43.72183609"", ""43.49468231"", ""44.11264420"", ""43.70340729"", ""42.90699768"", ""44.82521057"", ""43.04495239"", ""44.81952667"", ""44.12888718"", ""44.04431915"", ""43.83581161"", ""43.96501923"", ""45.46852875"", ""43.22115326"", ""45.61064529""]",3,Generic,10,learnable,,
resnet_skip_study_r3,G30_skip10_learn,generic_legacy,['Generic'],Weather-96,144,96,192,30,1,True,4,46,66.011292,1.473089,17.883314,2060.375244,nan,0.576690,0.880687,31027201,256,262.30,31,False,False,ReLU,EARLY_STOPPED,43.31212616,45.67331696,49.27444839,20,1.054516,False,"[""76.27101898"", ""68.88365936"", ""49.45003510"", ""46.88419342"", ""44.92987823"", ""44.22418594"", ""44.81277847"", ""44.99628830"", ""44.49114609"", ""44.75937653"", ""43.93188477"", ""45.14572144"", ""45.04554367"", ""44.33222580"", ""44.53754807"", ""45.29782486"", ""44.60688019"", ""44.47687149"", ""44.72138214"", ""43.61880112"", ""43.31212616"", ""44.22296906"", ""44.10205460"", ""46.83317566"", ""44.88304138"", ""43.51879120"", ""45.49486542"", ""45.60829544"", ""45.21339417"", ""44.47504044"", ""45.67331696""]",3,Generic,10,learnable,,
